farm_id,wind_farm,sea_basin,country,turbine_count,observed_steady_turbine_years,observed_steady_months,steady_manifest_months,success_steady_months,success_no_ais_in_bbox_steady_months,skipped_missing_source_steady_months,farm_centroid_latitude,farm_centroid_longitude,mean_water_depth_m,steady_coverage_share,success_no_ais_share_of_observed,skipped_missing_source_share_of_manifest,zero_event_turbine_share_high_confidence,high_confidence_event_count,high_confidence_adjusted_event_count,high_medium_event_count,high_medium_adjusted_event_count,high_coverage_zero_event_turbine_share,tier_a_steady_event_count,tier_a_high_assignment_count,tier_a_high_medium_assignment_count,median_distance_to_turbine_m,tier_a_high_assignment_share,tier_a_high_medium_assignment_share,high_confidence_unique_mmsi,high_confidence_median_duration_min,high_confidence_p90_duration_min,high_confidence_top5_mmsi_share,all_dwell_event_count,all_dwell_unique_mmsi,all_dwell_top5_mmsi_share,all_dwell_median_duration_min,all_dwell_share_le_60min,all_dwell_share_le_120min,tier_a_all_dwell_count,tier_b_all_dwell_count,tier_a_share_all_dwell,primary_intervention_intensity_per_steady_turbine_year,sensitivity_intervention_intensity_per_steady_turbine_year,direct_receiver_metadata_available,offshore_or_receiver_distance_available,observability_control_note
Lynn,Lynn,North Sea,United Kingdom,27,405.0,4860,5184,432,4428,324,53.13640370370371,0.4518296296296296,9.435925925925927,0.9375,0.9111111111111111,0.0625,0.6296296296296297,13,10.5,31,26.5,0.6296296296296297,58.0,13.0,31.0,390.04676401751624,0.22413793103448276,0.5344827586206896,9.0,401.5833333333333,1069.29,0.6923076923076923,201.0,52.0,0.2736318407960199,331.81666666666666,0.07462686567164178,0.2537313432835821,58.0,4.0,0.2885572139303483,0.025925925925925925,0.0654320987654321,False,False,low_tier_a_high_assignment_share
Scroby Sands,Scroby Sands,North Sea,United Kingdom,30,450.0,5400,5760,630,4770,360,52.645406666666666,1.7875633333333334,5.558000000000001,0.9375,0.8833333333333333,0.0625,0.8,11,11.0,14,14.0,0.8,15.0,11.0,14.0,92.15662207075002,0.7333333333333333,0.9333333333333333,5.0,445.73333333333335,810.0333333333333,1.0,136.0,71.0,0.27941176470588236,501.75,0.04411764705882353,0.17647058823529413,15.0,0.0,0.11029411764705882,0.024444444444444446,0.03111111111111111,False,False,proxy_controls_only
Hollandse Kust Noord,Hollandse Kust Noord,North Sea,Netherlands,69,46.0,552,1311,483,69,759,52.7093115942029,4.258204347826087,23.49378260869565,0.42105263157894735,0.125,0.5789473684210527,0.9855072463768116,1,1.0,1,1.0,,2.0,1.0,1.0,562.634998322866,0.5,0.5,1.0,211.35,211.35,1.0,52.0,32.0,0.3269230769230769,148.275,0.19230769230769232,0.3269230769230769,6.0,8.0,0.11538461538461539,0.021739130434782608,0.021739130434782608,False,False,low_source_status_coverage
North Hoyle,North Hoyle,North Sea,United Kingdom,30,450.0,5400,5760,570,4830,360,53.41801666666667,-3.44829,9.495666666666667,0.9375,0.8944444444444445,0.0625,0.7333333333333333,9,9.0,9,9.0,0.7333333333333333,9.0,9.0,9.0,118.30267297475535,1.0,1.0,4.0,299.68333333333334,670.0500000000002,1.0,42.0,23.0,0.5476190476190477,330.0,0.14285714285714285,0.23809523809523808,9.0,0.0,0.21428571428571427,0.02,0.02,False,False,proxy_controls_only
Rhyl Flats,Rhyl Flats,North Sea,United Kingdom,25,364.58333333333337,4375,4675,450,3925,300,53.38004,-3.651392,9.3096,0.9358288770053476,0.8971428571428571,0.06417112299465241,0.8,7,7.0,14,14.0,0.8,16.0,7.0,14.0,244.87854228478116,0.4375,0.875,5.0,126.58333333333331,297.17333333333335,1.0,34.0,20.0,0.47058823529411764,263.2583333333333,0.058823529411764705,0.3235294117647059,16.0,0.0,0.47058823529411764,0.0192,0.0384,False,False,proxy_controls_only
Veja Mate,Veja Mate,North Sea,Germany,67,485.75,5829,6566,2345,3484,737,54.31851194029851,5.874702985074626,39.24671641791044,0.8877551020408163,0.5977011494252874,0.11224489795918367,0.8955223880597015,8,8.0,35,35.0,0.8955223880597015,51.0,8.0,35.0,375.8648981450163,0.1568627450980392,0.6862745098039216,2.0,813.95,2050.6,1.0,441.0,67.0,0.7006802721088435,213.35,0.08843537414965986,0.29705215419501135,54.0,10.0,0.12244897959183673,0.016469377251672673,0.07205352547606794,False,False,low_tier_a_high_assignment_share
Triton Knoll,Triton Knoll,North Sea,United Kingdom,90,210.0,2520,3510,630,1890,990,53.47697555555556,0.8392833333333333,17.48622222222222,0.717948717948718,0.75,0.28205128205128205,0.9666666666666667,3,3.0,6,6.0,,10.0,3.0,6.0,469.2413923861873,0.3,0.6,3.0,48.166666666666664,199.31333333333333,1.0,34.0,16.0,0.6470588235294118,208.14166666666665,0.14705882352941177,0.35294117647058826,10.0,2.0,0.29411764705882354,0.014285714285714285,0.02857142857142857,False,False,low_source_status_coverage
Gunfleet Sands,Gunfleet Sands,North Sea,United Kingdom,48,676.0,8112,8688,1008,7104,576,51.7303125,1.2315229166666668,5.969374999999999,0.9337016574585635,0.8757396449704142,0.06629834254143646,0.875,9,9.0,22,22.0,0.875,22.0,9.0,22.0,226.49078622541782,0.4090909090909091,1.0,4.0,398.96666666666664,537.28,1.0,30.0,15.0,0.6666666666666666,392.4,0.03333333333333333,0.1,22.0,0.0,0.7333333333333333,0.013313609467455622,0.03254437869822485,False,False,proxy_controls_only
Kentish Flats,Kentish Flats,North Sea,United Kingdom,30,450.0,5400,5760,330,5070,360,51.46028666666667,1.0940166666666669,4.096333333333333,0.9375,0.9388888888888889,0.0625,0.8333333333333334,5,5.0,10,10.0,0.8333333333333334,10.0,5.0,10.0,190.8602684092645,0.5,1.0,5.0,117.01666666666668,421.23,1.0,18.0,14.0,0.5,261.93333333333334,0.05555555555555555,0.3333333333333333,10.0,0.0,0.5555555555555556,0.011111111111111112,0.022222222222222223,False,False,proxy_controls_only
Borssele Kavel III and IV,Borssele Kavel III and IV,North Sea,Netherlands,77,275.9166666666667,3311,4158,462,2849,847,51.70677012987013,2.9268025974025975,29.589194805194804,0.7962962962962963,0.8604651162790697,0.2037037037037037,0.974025974025974,3,3.0,3,3.0,,3.0,3.0,3.0,136.0459856707968,1.0,1.0,2.0,341.6666666666667,380.36,1.0,92.0,40.0,0.358695652173913,175.10833333333335,0.09782608695652174,0.3695652173913043,3.0,1.0,0.03260869565217391,0.010872848082150407,0.010872848082150407,False,False,low_source_status_coverage
Thanet,Thanet,North Sea,United Kingdom,100,1383.3333333333335,16600,17800,2000,14600,1200,51.430405,1.63215,21.151300000000003,0.9325842696629213,0.8795180722891566,0.06741573033707865,0.86,15,15.0,25,25.0,0.86,27.0,15.0,25.0,136.13682026428347,0.5555555555555556,0.9259259259259259,7.0,233.88333333333333,1429.3033333333333,0.8666666666666667,33.0,18.0,0.48484848484848486,387.3666666666667,0.09090909090909091,0.21212121212121213,27.0,1.0,0.8181818181818182,0.010843373493975902,0.018072289156626505,False,False,proxy_controls_only
Burbo Bank,Burbo Bank,North Sea,United Kingdom,25,375.0,4500,4800,475,4025,300,53.488116,-3.190332,5.141358488,0.9375,0.8944444444444445,0.0625,0.84,4,4.0,12,12.0,0.84,12.0,4.0,12.0,266.90307109320287,0.3333333333333333,1.0,2.0,411.30833333333334,478.72,1.0,22.0,8.0,0.8636363636363636,394.1333333333333,0.13636363636363635,0.18181818181818182,12.0,0.0,0.5454545454545454,0.010666666666666666,0.032,False,False,proxy_controls_only
Walney 1,Walney 1,North Sea,United Kingdom,51,663.0,7956,8568,867,7089,612,54.04142549019608,-3.5108254901960785,21.481372549019607,0.9285714285714286,0.8910256410256411,0.07142857142857142,0.8823529411764706,7,7.0,15,15.0,0.8823529411764706,20.0,7.0,15.0,281.0200040029927,0.35,0.75,6.0,461.1,525.1633333333334,0.8571428571428571,72.0,28.0,0.3194444444444444,190.025,0.1111111111111111,0.4027777777777778,20.0,0.0,0.2777777777777778,0.010558069381598794,0.02262443438914027,False,False,proxy_controls_only
Seagreen,Seagreen,North Sea,United Kingdom,114,95.0,1140,2394,570,570,1254,56.594232456140354,-1.6986701754385969,52.020877192982454,0.47619047619047616,0.5,0.5238095238095238,0.9912280701754386,1,1.0,2,2.0,,5.0,1.0,2.0,848.8431029368053,0.2,0.4,1.0,61.833333333333336,61.833333333333336,1.0,10.0,4.0,1.0,106.48333333333333,0.1,0.6,6.0,4.0,0.6,0.010526315789473684,0.021052631578947368,False,False,low_source_status_coverage
Westermost Rough,Westermost Rough,North Sea,United Kingdom,35,320.8333333333333,3850,4270,455,3395,420,53.80544857142858,0.1494342857142857,20.030857142857144,0.9016393442622951,0.8818181818181818,0.09836065573770492,0.9428571428571428,3,3.0,4,4.0,0.9428571428571428,5.0,3.0,4.0,137.41408102766462,0.6,0.8,3.0,442.6333333333333,794.0866666666667,1.0,15.0,12.0,0.5333333333333333,545.0833333333334,0.0,0.06666666666666667,7.0,4.0,0.4666666666666667,0.00935064935064935,0.012467532467532468,False,False,proxy_controls_only
OWF Egmond aan Zee,OWF Egmond aan Zee,North Sea,Netherlands,36,540.0,6480,6912,1008,5472,432,52.6067,4.420272222222222,17.502666666666666,0.9375,0.8444444444444444,0.0625,0.8888888888888888,5,5.0,9,9.0,0.8888888888888888,9.0,5.0,9.0,136.67319013292868,0.5555555555555556,1.0,4.0,229.3,1048.8600000000001,1.0,28.0,20.0,0.35714285714285715,208.28333333333333,0.10714285714285714,0.2857142857142857,9.0,0.0,0.32142857142857145,0.009259259259259259,0.016666666666666666,False,False,proxy_controls_only
Robin Rigg West,Robin Rigg West,North Sea,United Kingdom,60,830.0,9960,10680,420,9540,720,54.75358000000001,-3.712805,4.813440626666666,0.9325842696629213,0.9578313253012049,0.06741573033707865,0.9,7,7.0,11,11.0,0.9,12.0,7.0,11.0,180.50543859976713,0.5833333333333334,0.9166666666666666,4.0,470.73333333333335,886.1033333333337,1.0,12.0,5.0,1.0,477.04166666666663,0.08333333333333333,0.25,12.0,0.0,1.0,0.008433734939759036,0.01325301204819277,False,False,proxy_controls_only
Gemini,Gemini,North Sea,Netherlands,150,1100.0,13200,14850,4200,9000,1650,54.035988,5.963183999999999,32.74164666666667,0.8888888888888888,0.6818181818181818,0.1111111111111111,0.94,9,9.0,23,23.0,0.94,29.0,9.0,23.0,284.0290092344253,0.3103448275862069,0.7931034482758621,3.0,488.55,1307.086666666667,1.0,105.0,23.0,0.580952380952381,301.8666666666667,0.08571428571428572,0.2761904761904762,30.0,8.0,0.2857142857142857,0.008181818181818182,0.02090909090909091,False,False,proxy_controls_only
Race Bank,Race Bank,North Sea,United Kingdom,91,591.5,7098,8099,728,6370,1001,53.27585384615385,0.8421538461538461,15.836593406593408,0.8764044943820225,0.8974358974358975,0.12359550561797752,0.9560439560439561,4,4.0,6,6.0,0.9560439560439561,6.0,4.0,6.0,97.0313390449252,0.6666666666666666,1.0,4.0,183.89999999999998,303.71666666666664,1.0,33.0,18.0,0.45454545454545453,102.0,0.09090909090909091,0.7575757575757576,20.0,5.0,0.6060606060606061,0.006762468300929839,0.01014370245139476,False,False,proxy_controls_only
OWF Prinses Amalia,OWF Prinses Amalia,North Sea,Netherlands,60,900.0,10800,11520,1920,8880,720,52.58754833333333,4.224013333333334,21.9955,0.9375,0.8222222222222222,0.0625,0.9,6,6.0,11,11.0,0.9,11.0,6.0,11.0,177.38136097960003,0.5454545454545454,1.0,4.0,383.5,1011.95,1.0,41.0,31.0,0.34146341463414637,343.8833333333333,0.0975609756097561,0.17073170731707318,11.0,0.0,0.2682926829268293,0.006666666666666667,0.012222222222222223,False,False,proxy_controls_only
Dudgeon,Dudgeon,North Sea,United Kingdom,67,457.8333333333333,5494,6231,603,4891,737,53.26677313432835,1.3775194029850748,20.91328358208955,0.8817204301075269,0.8902439024390244,0.11827956989247312,0.9552238805970149,3,3.0,3,3.0,0.9552238805970149,5.0,3.0,3.0,144.68341945342445,0.6,0.6,3.0,870.5,1172.7666666666667,1.0,23.0,9.0,0.8260869565217391,111.01666666666667,0.08695652173913043,0.6521739130434783,8.0,4.0,0.34782608695652173,0.006552602839461231,0.006552602839461231,False,False,proxy_controls_only
Humber Gateway,Humber Gateway,North Sea,United Kingdom,73,669.1666666666666,8030,8906,1022,7008,876,53.64386301369863,0.2928356164383561,14.706575342465753,0.9016393442622951,0.8727272727272727,0.09836065573770492,0.9452054794520548,4,4.0,5,5.0,0.9452054794520548,5.0,4.0,5.0,116.26593527373714,0.8,1.0,3.0,190.5,303.55,1.0,48.0,40.0,0.22916666666666666,301.725,0.20833333333333334,0.375,9.0,0.0,0.1875,0.005977584059775841,0.007471980074719801,False,False,proxy_controls_only
Ormonde,Ormonde,North Sea,United Kingdom,30,372.5,4470,4830,330,4140,360,54.088150000000006,-3.43646,19.390333333333334,0.9254658385093167,0.9261744966442953,0.07453416149068323,0.9333333333333333,2,2.0,3,3.0,0.9333333333333333,3.0,2.0,3.0,190.95904423657657,0.6666666666666666,1.0,2.0,242.33333333333331,411.18666666666667,1.0,48.0,20.0,0.5416666666666666,216.15833333333333,0.10416666666666667,0.3125,24.0,1.0,0.5,0.005369127516778523,0.008053691275167786,False,False,proxy_controls_only
Barrow,Barrow,North Sea,United Kingdom,30,450.0,5400,5760,480,4920,360,53.992333333333335,-3.298146666666667,15.912666666666667,0.9375,0.9111111111111111,0.0625,0.9333333333333333,2,2.0,6,6.0,0.9333333333333333,6.0,2.0,6.0,231.91545106239178,0.3333333333333333,1.0,2.0,312.64166666666665,421.20833333333337,1.0,11.0,7.0,0.8181818181818182,387.1,0.09090909090909091,0.09090909090909091,6.0,0.0,0.5454545454545454,0.0044444444444444444,0.013333333333333334,False,False,proxy_controls_only
Greater Gabbard,Greater Gabbard,North Sea,United Kingdom,140,1528.3333333333333,18340,20020,1400,16940,1680,51.87720071428571,1.940524285714286,27.300714285714285,0.916083916083916,0.9236641221374046,0.08391608391608392,0.9642857142857143,5,5.0,7,7.0,0.9642857142857143,8.0,5.0,7.0,103.76477881002873,0.625,0.875,5.0,93.0,178.5966666666667,1.0,150.0,66.0,0.17333333333333334,406.5333333333333,0.06666666666666667,0.23333333333333334,105.0,11.0,0.7,0.0032715376226826612,0.004580152671755725,False,False,proxy_controls_only
Beatrice Offshore Wind Farm,Beatrice Offshore Wind Farm,North Sea,United Kingdom,84,1260.0,15120,16128,2016,13104,1008,58.256933333333336,-2.884790476190477,44.82142857142857,0.9375,0.8666666666666667,0.0625,0.9523809523809523,4,4.0,4,4.0,0.9523809523809523,4.0,4.0,4.0,92.13978520589279,1.0,1.0,3.0,188.53333333333333,629.0916666666667,1.0,19.0,10.0,0.7368421052631579,141.55,0.21052631578947367,0.47368421052631576,4.0,0.0,0.21052631578947367,0.0031746031746031746,0.0031746031746031746,False,False,proxy_controls_only
Hornsea Project 1,Hornsea Project 1,North Sea,United Kingdom,174,812.0,9744,11658,2088,7656,1914,53.883018965517245,1.9192241379310344,30.10574712643678,0.835820895522388,0.7857142857142857,0.16417910447761194,0.9885057471264368,2,2.0,7,6.5,,22.0,2.0,7.0,810.423017710729,0.09090909090909091,0.3181818181818182,2.0,515.9083333333333,611.995,1.0,69.0,31.0,0.5217391304347826,234.83333333333334,0.10144927536231885,0.2318840579710145,29.0,9.0,0.42028985507246375,0.0024630541871921183,0.008004926108374385,False,False,low_tier_a_high_assignment_share
Sheringham Shoal,Sheringham Shoal,North Sea,United Kingdom,88,990.0,11880,12936,1408,10472,1056,53.13560454545455,1.1474363636363636,18.330681818181816,0.9183673469387755,0.8814814814814815,0.08163265306122448,0.9772727272727273,2,2.0,5,5.0,0.9772727272727273,7.0,2.0,5.0,299.53050365384905,0.2857142857142857,0.7142857142857143,2.0,277.7833333333333,469.06333333333333,1.0,174.0,46.0,0.23563218390804597,705.8333333333334,0.022988505747126436,0.05747126436781609,150.0,1.0,0.8620689655172413,0.00202020202020202,0.005050505050505051,False,False,proxy_controls_only
Walney 2,Walney 2,North Sea,United Kingdom,51,616.25,7395,8007,357,7038,612,54.07991176470589,-3.600135294117647,25.73392156862745,0.9235668789808917,0.9517241379310345,0.07643312101910828,0.9803921568627451,1,1.0,1,1.0,0.9803921568627451,2.0,1.0,1.0,342.9477235293864,0.5,0.5,1.0,90.48333333333332,90.48333333333332,1.0,74.0,29.0,0.35135135135135137,456.85833333333335,0.0945945945945946,0.20270270270270271,33.0,2.0,0.44594594594594594,0.0016227180527383367,0.0016227180527383367,False,False,proxy_controls_only
Gwynt y Mor,Gwynt y Mor,North Sea,United Kingdom,160,1453.3333333333335,17440,19360,960,16480,1920,53.458451875,-3.5855006250000003,19.323201175,0.9008264462809917,0.944954128440367,0.09917355371900827,0.9875,2,2.0,3,3.0,0.9875,3.0,2.0,3.0,116.76220942210766,0.6666666666666666,1.0,1.0,96.0,96.0,1.0,78.0,38.0,0.358974358974359,453.725,0.05128205128205128,0.19230769230769232,28.0,2.0,0.358974358974359,0.0013761467889908255,0.002064220183486238,False,False,proxy_controls_only
Belwind phase 1,Belwind phase 1,North Sea,Belgium,55,747.0833333333334,8965,9625,1375,7590,660,51.66903818181819,2.8020127272727273,22.28508018181818,0.9314285714285714,0.8466257668711656,0.06857142857142857,0.9818181818181818,1,1.0,3,2.5,0.9818181818181818,5.0,1.0,3.0,294.4004547834159,0.2,0.6,1.0,1437.8333333333333,1437.8333333333333,1.0,14.0,8.0,0.7857142857142857,415.2833333333333,0.07142857142857142,0.21428571428571427,5.0,1.0,0.35714285714285715,0.0013385387618516451,0.003346346904629113,False,False,low_tier_a_high_assignment_share
Lincs,Lincs,North Sea,United Kingdom,75,812.5,9750,10650,525,9225,900,53.191321333333335,0.4921653333333333,13.647375728,0.9154929577464789,0.9461538461538461,0.08450704225352113,0.9866666666666667,1,1.0,1,1.0,0.9866666666666667,1.0,1.0,1.0,47.60732491506236,1.0,1.0,1.0,495.05,495.05,1.0,196.0,62.0,0.1836734693877551,473.575,0.04591836734693878,0.10204081632653061,127.0,11.0,0.6479591836734694,0.0012307692307692308,0.0012307692307692308,False,False,proxy_controls_only
West of Duddon Sands,West of Duddon Sands,North Sea,United Kingdom,108,1053.0,12636,13932,648,11988,1296,53.98495740740741,-3.4641333333333333,19.89777777777778,0.9069767441860465,0.9487179487179487,0.09302325581395349,0.9907407407407407,1,1.0,2,2.0,0.9907407407407407,2.0,1.0,2.0,273.29635485391657,0.5,1.0,1.0,96.0,96.0,1.0,37.0,17.0,0.6486486486486487,97.56666666666666,0.1891891891891892,0.5135135135135135,2.0,0.0,0.05405405405405406,0.000949667616334283,0.001899335232668566,False,False,proxy_controls_only
London Array,London Array,North Sea,United Kingdom,175,1968.75,23625,25725,1925,21700,2100,51.627876,1.4972548571428572,11.787428571428572,0.9183673469387755,0.9185185185185185,0.08163265306122448,0.9942857142857143,1,1.0,1,1.0,0.9942857142857143,1.0,1.0,1.0,57.791193537778646,1.0,1.0,1.0,180.01666666666668,180.01666666666668,1.0,379.0,93.0,0.1503957783641161,424.8666666666667,0.03430079155672823,0.13984168865435356,285.0,26.0,0.7519788918205804,0.0005079365079365079,0.0005079365079365079,False,False,proxy_controls_only
Aberdeen Offshore Wind Farm,Aberdeen Offshore Wind Farm,North Sea,United Kingdom,11,65.08333333333334,781,902,77,704,121,57.22287272727272,-1.9954181818181815,25.506788272727274,0.8658536585365854,0.9014084507042254,0.13414634146341464,1.0,0,0.0,1,1.0,1.0,1.0,0.0,1.0,383.4271358802814,0.0,1.0,,,,,146.0,110.0,0.11643835616438356,469.0666666666667,0.04794520547945205,0.1917808219178082,3.0,0.0,0.02054794520547945,0.0,0.015364916773367475,False,False,low_tier_a_high_assignment_share
Blyth Demo Phase 1,Blyth Demo Phase 1,North Sea,United Kingdom,5,30.833333333333336,370,425,5,365,55,55.130939999999995,-1.40192,38.414,0.8705882352941177,0.9864864864864865,0.12941176470588237,1.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,,,,,,,,8.0,8.0,0.625,300.4666666666667,0.125,0.25,2.0,1.0,0.25,0.0,0.0,False,False,low_tier_a_high_assignment_share
Borssele Kavel I and II,Borssele Kavel I and II,North Sea,Netherlands,94,352.5,4230,5264,564,3666,1034,51.69128404255319,3.068708510638298,28.844478723404254,0.8035714285714286,0.8666666666666667,0.19642857142857142,1.0,0,0.0,0,0.0,,0.0,0.0,0.0,,,,,,,,84.0,43.0,0.32142857142857145,192.8,0.13095238095238096,0.38095238095238093,2.0,1.0,0.023809523809523808,0.0,0.0,False,False,low_tier_a_high_assignment_share
Burbo Bank Extension,Burbo Bank Extension,North Sea,United Kingdom,32,234.66666666666666,2816,3168,128,2688,352,53.484303125,-3.283096875,9.34774095625,0.8888888888888888,0.9545454545454546,0.1111111111111111,1.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,,,,,,,,73.0,61.0,0.2054794520547945,398.1666666666667,0.0958904109589041,0.1643835616438356,3.0,7.0,0.0410958904109589,0.0,0.0,False,False,low_tier_a_high_assignment_share
East Anglia One,East Anglia One,North Sea,United Kingdom,102,416.49999999999994,4998,6120,612,4386,1122,52.23592941176471,2.5033196078431375,42.24666666666666,0.8166666666666667,0.8775510204081632,0.18333333333333332,1.0,0,0.0,1,1.0,,1.0,0.0,1.0,375.2848269390939,0.0,1.0,,,,,13.0,11.0,0.5384615384615384,139.65,0.23076923076923078,0.38461538461538464,2.0,2.0,0.15384615384615385,0.0,0.0024009603841536617,False,False,low_tier_a_high_assignment_share
Galloper,Galloper,North Sea,United Kingdom,56,354.66666666666663,4256,4872,224,4032,616,51.898178571428566,2.0392410714285716,31.511249999999997,0.8735632183908046,0.9473684210526315,0.12643678160919541,1.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,,,,,,,,106.0,57.0,0.22641509433962265,134.525,0.12264150943396226,0.49056603773584906,10.0,20.0,0.09433962264150944,0.0,0.0,False,False,low_tier_a_high_assignment_share
Hornsea Project 2,Hornsea Project 2,North Sea,United Kingdom,165,330.0,3960,5775,1155,2805,1815,53.93750545454545,1.6592830303030304,34.81127272727272,0.6857142857142857,0.7083333333333334,0.3142857142857143,1.0,0,0.0,1,1.0,,13.0,0.0,1.0,847.3645587496516,0.0,0.07692307692307693,,,,,76.0,30.0,0.5789473684210527,256.51666666666665,0.17105263157894737,0.2894736842105263,22.0,18.0,0.2894736842105263,0.0,0.0030303030303030303,False,False,low_source_status_coverage
Kentish Flats Extension,Kentish Flats Extension,North Sea,United Kingdom,15,130.0,1560,1725,60,1500,165,51.45205333333333,1.075786666666667,4.054,0.9043478260869565,0.9615384615384616,0.09565217391304348,1.0,0,0.0,1,1.0,1.0,1.0,0.0,1.0,299.7754177639495,0.0,1.0,,,,,13.0,12.0,0.46153846153846156,307.85,0.0,0.3076923076923077,1.0,5.0,0.07692307692307693,0.0,0.007692307692307693,False,False,low_tier_a_high_assignment_share
Kincardine,Kincardine,North Sea,United Kingdom,5,14.166666666666668,170,225,5,165,55,57.004,-1.8649,68.544,0.7555555555555555,0.9705882352941176,0.24444444444444444,1.0,0,0.0,0,0.0,,0.0,0.0,0.0,,,,,,,,1.0,1.0,1.0,360.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,low_source_status_coverage
Mermaid,Mermaid,North Sea,Belgium,28,102.66666666666666,1232,1540,168,1064,308,51.7174,2.7379428571428575,33.00910428571429,0.8,0.8636363636363636,0.2,1.0,0,0.0,0,0.0,,0.0,0.0,0.0,,,,,,,,12.0,7.0,0.8333333333333334,340.32500000000005,0.16666666666666666,0.25,0.0,1.0,0.0,0.0,0.0,False,False,low_tier_a_high_assignment_share
Moray East,Moray East,North Sea,United Kingdom,100,233.33333333333334,2800,3900,300,2500,1100,58.182538,-2.72409,47.0329,0.717948717948718,0.8928571428571429,0.28205128205128205,1.0,0,0.0,1,1.0,,2.0,0.0,1.0,1011.3129109427234,0.0,0.5,,,,,13.0,8.0,0.7692307692307693,115.68333333333334,0.07692307692307693,0.5384615384615384,3.0,3.0,0.23076923076923078,0.0,0.004285714285714286,False,False,low_source_status_coverage
Nissum Bredning,Nissum Bredning,North Sea,Denmark,4,25.666666666666668,308,352,308,0,44,56.670925,8.245875,1.892002575,0.875,0.0,0.125,1.0,0,0.0,3,3.0,1.0,56.0,0.0,3.0,2018.8961253005582,0.0,0.05357142857142857,,,,,11273.0,1515.0,0.09607025636476536,1436.9666666666667,0.03628138028918655,0.0779739199858068,97.0,1.0,0.008604630533132263,0.0,0.11688311688311688,False,False,low_tier_a_high_assignment_share
Nobelwind,Nobelwind,North Sea,Belgium,50,362.5,4350,4900,400,3950,550,51.660762000000005,2.82099,31.76813988,0.8877551020408163,0.9080459770114943,0.11224489795918367,1.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,,,,,,,,14.0,8.0,0.7857142857142857,254.75,0.07142857142857142,0.21428571428571427,3.0,3.0,0.21428571428571427,0.0,0.0,False,False,low_tier_a_high_assignment_share
Norther,Norther,North Sea,Belgium,44,227.33333333333334,2728,3212,220,2508,484,51.5259,3.0124886363636363,24.708316113636364,0.8493150684931506,0.9193548387096774,0.1506849315068493,1.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,,,,,,,,92.0,44.0,0.2717391304347826,458.95,0.05434782608695652,0.17391304347826086,4.0,0.0,0.043478260869565216,0.0,0.0,False,False,low_tier_a_high_assignment_share
Northwester 2,Northwester 2,North Sea,Belgium,23,97.75,1173,1426,138,1035,253,51.68673913043479,2.753221739130435,33.62583630434783,0.8225806451612904,0.8823529411764706,0.1774193548387097,1.0,0,0.0,0,0.0,,0.0,0.0,0.0,,,,,,,,12.0,7.0,0.8333333333333334,406.7583333333333,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,False,False,low_tier_a_high_assignment_share
Northwind,Northwind,North Sea,Belgium,72,726.0,8712,9576,936,7776,864,51.61996388888889,2.902540277777778,21.27427376388889,0.9097744360902256,0.8925619834710744,0.09022556390977443,1.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,,,,,,,,16.0,11.0,0.625,152.49166666666667,0.125,0.375,0.0,0.0,0.0,0.0,0.0,False,False,low_tier_a_high_assignment_share
OWF Luchterduinen,OWF Luchterduinen,North Sea,Netherlands,43,379.83333333333337,4558,5074,817,3741,516,52.404558139534885,4.163044186046512,20.809232558139534,0.8983050847457628,0.8207547169811321,0.1016949152542373,1.0,0,0.0,2,2.0,1.0,2.0,0.0,2.0,323.0274418884044,0.0,1.0,,,,,67.0,60.0,0.16417910447761194,267.95,0.08955223880597014,0.23880597014925373,2.0,0.0,0.029850746268656716,0.0,0.005265467310223782,False,False,low_tier_a_high_assignment_share
Rampion,Rampion,North Sea,United Kingdom,116,667.0,8004,9280,0,8004,1276,50.66966637931035,-0.2783163793103448,28.148793103448277,0.8625,1.0,0.1375,1.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,,,,,,,,21.0,12.0,0.6666666666666666,108.13333333333334,0.047619047619047616,0.5238095238095238,2.0,11.0,0.09523809523809523,0.0,0.0,False,False,low_tier_a_high_assignment_share
Renland,Renland,North Sea,Denmark,8,120.0,1440,1536,1072,368,96,56.661775,8.220825,0.2329730982,0.9375,0.25555555555555554,0.0625,1.0,0,0.0,0,0.0,1.0,3.0,0.0,0.0,3181.8634797117516,0.0,0.0,,,,,11228.0,1508.0,0.09538653366583541,1436.9083333333333,0.036604916280726756,0.07935518346989669,3.0,23.0,0.00026718916993231207,0.0,0.0,False,False,low_tier_a_high_assignment_share
Rentel,Rentel,North Sea,Belgium,42,238.0,2856,3318,294,2562,462,51.59100714285714,2.945011904761905,30.3320205,0.8607594936708861,0.8970588235294118,0.13924050632911392,1.0,0,0.0,0,0.0,1.0,1.0,0.0,0.0,614.9485980664953,0.0,0.0,,,,,94.0,39.0,0.3617021276595745,443.70833333333337,0.05319148936170213,0.1702127659574468,5.0,3.0,0.05319148936170213,0.0,0.0,False,False,low_tier_a_high_assignment_share
